79,80,2,2016-05-11 00:00:00.000,2018-04-30 00:00:00.000
80,81,2,2016-08-12 00:00:00.000,
81,82,4,2016-08-31 00:00:00.000,
82,83,3,2016-12-23 00:00:00.000,2025-02-28 00:00:00.000
83,84,3,2018-03-30 00:00:00.000,
84,85,3,2011-12-09 00:00:00.000,
85,86,3,2011-12-09 00:00:00.000,
86,87,3,2011-12-13 00:00:00.000,
87,88,3,2013-11-04 00:00:00.000,
88,89,3,2015-02-09 00:00:00.000,2022-02-28 00:00:00.000
89,90,3,2015-12-30 00:00:00.000,
90,91,3,2016-06-03 00:00:00.000,
91,92,3,2011-12-14 00:00:00.000,
92,93,3,2012-05-04 00:00:00.000,
93,94,3,2012-12-28 00:00:00.000,
94,95,3,2012-12-28 00:00:00.000,
95,96,3,2014-02-22 00:00:00.000,
96,97,3,2013-07-10 00:00:00.000,
97,98,3,2013-05-01 00:00:00.000,
98,99,3,2013-05-30 00:00:00.000,
99,100,3,2015-09-01 00:00:00.000,2023-03-31 00:00:00.000
100,101,3,2015-10-27 00:00:00.000,2022-03-31 00:00:00.000
101,102,3,2015-11-10 00:00:00.000,
102,103,3,2016-03-15 00:00:00.000,
103,104,3,2015-12-30 00:00:00.000,2020-12-29 00:00:00.000
104,105,3,2016-09-09 00:00:00.000,
105,106,3,2016-06-09 00:00:00.000,
106,107,3,2016-09-16 00:00:00.000,2020-10-07 00:00:00.000
107,108,3,2016-12-14 00:00:00.000,
108,109,3,2017-01-31 00:00:00.000,
109,110,3,2017-03-13 00:00:00.000,
110,111,3,2017-04-04 00:00:00.000,2020-12-29 00:00:00.000
111,112,3,2017-07-03 00:00:00.000,
112,113,3,2014-08-15 00:00:00.000,
113,114,3,2015-12-30 00:00:00.000,
114,115,3,2018-03-22 00:00:00.000,2023-06-30 00:00:00.000
115,166,4,2019-01-31 00:00:00.000,
116,163,3,2019-01-31 00:00:00.000,2020-02-29 00:00:00.000
117,168,4,2019-03-21 00:00:00.000,
118,168,4,,
119,164,2,2019-01-31 00:00:00.000,
120,165,2,2019-01-31 00:00:00.000,
121,125,2,2019-01-16 00:00:00.000,
122,126,2,2019-01-16 00:00:00.000,
123,120,2,2018-11-05 00:00:00.000,
124,167,3,2019-02-27 00:00:00.000,
125,124,3,2018-12-27 00:00:00.000,
126,123,3,2018-11-14 00:00:00.000,
127,122,3,2018-11-13 00:00:00.000,
128,118,3,2018-11-30 00:00:00.000,
129,121,3,2018-10-31 00:00:00.000,
130,117,3,2018-10-04 00:00:00.000,2022-06-30 00:00:00.000
131,116,3,2018-08-27 00:00:00.000,
132,135,3,2016-12-29 00:00:00.000,2017-03-30 00:00:00.000
133,138,3,2016-04-21 00:00:00.000,2017-03-31 00:00:00.000
134,132,3,2016-04-20 00:00:00.000,2017-03-31 00:00:00.000
135,133,3,2016-04-18 00:00:00.000,2017-03-31 00:00:00.000
136,158,3,2015-10-01 00:00:00.000,2016-05-10 00:00:00.000
137,156,3,2015-07-09 00:00:00.000,2015-08-19 00:00:00.000
138,119,4,2018-12-06 00:00:00.000,
139,145,4,2016-05-02 00:00:00.000,
140,141,4,2015-12-23 00:00:00.000,
141,159,4,2015-12-23 00:00:00.000,2015-08-09 00:00:00.000
142,147,4,2015-12-11 00:00:00.000,
143,148,4,,
144,137,4,2015-10-01 00:00:00.000,2015-09-29 00:00:00.000
145,139,4,2015-07-31 00:00:00.000,
146,154,4,2015-07-03 00:00:00.000,
147,130,4,2015-05-01 00:00:00.000,2015-04-30 00:00:00.000
148,140,4,2015-03-19 00:00:00.000,2015-03-14 00:00:00.000
149,128,4,2015-03-05 00:00:00.000,2015-02-04 00:00:00.000
150,129,4,2015-02-02 00:00:00.000,2015-01-29 00:00:00.000
151,143,4,2015-02-02 00:00:00.000,2015-02-01 00:00:00.000
152,142,4,2014-12-23 00:00:00.000,
153,134,4,2014-12-15 00:00:00.000,2014-12-08 00:00:00.000
154,150,4,2014-12-10 00:00:00.000,
155,151,4,2014-11-18 00:00:00.000,
156,155,4,2014-11-18 00:00:00.000,2014-11-17 00:00:00.000
157,153,4,,
158,127,4,,
159,146,4,2014-10-17 00:00:00.000,
160,136,4,2014-10-02 00:00:00.000,
161,152,4,2014-09-26 00:00:00.000,
162,157,4,,
163,160,4,2014-05-01 00:00:00.000,2014-03-13 00:00:00.000
164,131,4,2014-04-25 00:00:00.000,2014-03-13 00:00:00.000
165,149,4,2014-04-09 00:00:00.000,2018-04-07 00:00:00.000
166,144,4,2014-02-06 00:00:00.000,2014-02-05 00:00:00.000
167,161,4,2014-02-06 00:00:00.000,2014-02-03 00:00:00.000
168,162,4,2014-02-06 00:00:00.000,2014-02-05 00:00:00.000
169,169,3,2019-03-27 00:00:00.000,2021-12-31 00:00:00.000
170,162,3,2014-02-06 00:00:00.000,2016-05-31 00:00:00.000
171,130,3,2015-05-01 00:00:00.000,2017-08-31 00:00:00.000
172,131,3,2014-03-14 00:00:00.000,2014-12-31 00:00:00.000
173,149,3,2018-04-08 00:00:00.000,2014-12-31 00:00:00.000
174,161,3,2014-02-04 00:00:00.000,2017-08-31 00:00:00.000
175,128,3,2015-02-05 00:00:00.000,2016-05-31 00:00:00.000
176,134,3,2014-12-09 00:00:00.000,2016-05-31 00:00:00.000
177,143,3,2015-02-02 00:00:00.000,2016-05-31 00:00:00.000
178,143,3,2015-02-02 00:00:00.000,2016-05-31 00:00:00.000
179,155,3,2014-11-18 00:00:00.000,2016-05-31 00:00:00.000
180,144,3,2014-02-06 00:00:00.000,2016-05-31 00:00:00.000
181,137,3,2015-09-30 00:00:00.000,2016-05-31 00:00:00.000
182,129,3,2015-01-30 00:00:00.000,2016-05-31 00:00:00.000
183,140,3,2015-03-15 00:00:00.000,2016-05-31 00:00:00.000
184,160,3,2014-03-14 00:00:00.000,2016-05-31 00:00:00.000
185,159,3,2015-08-10 00:00:00.000,2016-05-31 00:00:00.000
186,170,4,2019-01-30 00:00:00.000,
187,171,3,2019-01-28 00:00:00.000,
188,172,2,2019-02-12 00:00:00.000,
190,174,3,2019-02-08 00:00:00.000,
191,175,4,2019-02-08 00:00:00.000,
192,176,4,2019-02-21 00:00:00.000,
193,177,3,2019-04-29 00:00:00.000,
194,178,3,2019-03-04 00:00:00.000,
195,179,3,2019-02-08 00:00:00.000,2021-03-31 00:00:00.000
196,180,4,,
198,182,3,2019-03-06 00:00:00.000,2021-04-30 00:00:00.000
199,183,3,2019-03-25 00:00:00.000,2020-02-29 00:00:00.000
200,184,3,2019-04-11 00:00:00.000,
201,185,3,2019-04-11 00:00:00.000,
202,186,3,2019-04-11 00:00:00.000,
203,187,3,2019-04-23 00:00:00.000,
204,188,2,2018-04-19 00:00:00.000,
205,189,3,2018-11-19 00:00:00.000,
206,190,3,2019-02-04 00:00:00.000,
207,191,3,2019-04-19 00:00:00.000,
208,192,3,2019-05-14 00:00:00.000,
209,193,3,2019-05-14 00:00:00.000,
210,194,2,2019-01-24 00:00:00.000,
211,195,3,2019-05-16 00:00:00.000,2022-06-30 00:00:00.000
212,196,4,2019-06-06 00:00:00.000,
213,197,2,2019-07-06 00:00:00.000,2021-08-31 00:00:00.000
214,198,2,2019-07-19 00:00:00.000,
215,199,3,2019-09-24 00:00:00.000,
217,201,4,2019-07-15 00:00:00.000,
219,203,3,2019-07-19 00:00:00.000,
220,204,3,2019-07-22 00:00:00.000,
221,205,3,2019-07-24 00:00:00.000,
222,206,3,2019-09-12 00:00:00.000,
223,207,4,2019-08-29 00:00:00.000,
224,207,3,2019-08-29 00:00:00.000,
225,208,3,2019-08-07 00:00:00.000,
226,209,4,2019-08-07 00:00:00.000,
227,210,4,2019-08-07 00:00:00.000,
228,211,4,2019-08-07 00:00:00.000,
229,212,4,2019-08-07 00:00:00.000,2019-12-03 00:00:00.000
230,213,4,2019-08-07 00:00:00.000,
231,214,4,2019-08-07 00:00:00.000,
232,215,4,2019-08-07 00:00:00.000,
233,216,2,2019-12-18 00:00:00.000,
234,217,2,2020-01-14 00:00:00.000,
235,218,3,2019-11-01 00:00:00.000,2023-06-30 00:00:00.000
236,219,3,2020-02-28 00:00:00.000,
237,220,3,2020-02-28 00:00:00.000,
238,221,3,2020-02-28 00:00:00.000,
239,222,3,2019-12-03 00:00:00.000,
240,223,4,2020-03-24 00:00:00.000,
241,224,4,2020-04-20 00:00:00.000,
242,225,3,2020-04-21 00:00:00.000,
243,226,3,2016-07-08 00:00:00.000,2021-07-31 00:00:00.000
244,227,3,2016-07-08 00:00:00.000,2021-01-31 00:00:00.000
245,228,3,2020-03-17 00:00:00.000,
246,229,2,2020-03-10 00:00:00.000,
247,230,3,2020-03-13 00:00:00.000,
248,231,2,2020-03-27 00:00:00.000,
249,232,2,2020-03-13 00:00:00.000,
250,233,3,2020-06-19 00:00:00.000,
251,234,2,2020-03-31 00:00:00.000,
252,235,3,2020-04-03 00:00:00.000,
253,236,2,2020-07-28 00:00:00.000,
254,237,3,2020-05-15 00:00:00.000,
255,238,2,2020-05-14 00:00:00.000,
256,239,2,2020-06-29 00:00:00.000,
257,240,2,2020-09-04 00:00:00.000,
258,241,2,2020-09-11 00:00:00.000,
259,242,3,2020-09-30 00:00:00.000,
260,243,4,2020-06-29 00:00:00.000,
261,244,4,2020-10-07 00:00:00.000,
262,245,4,2020-10-07 00:00:00.000,
263,246,4,2020-10-21 00:00:00.000,
264,247,2,2020-10-29 00:00:00.000,
265,248,2,2020-10-30 00:00:00.000,
267,250,2,2020-11-20 00:00:00.000,
268,251,2,2020-09-14 00:00:00.000,
269,252,2,2020-11-20 00:00:00.000,
270,27,3,2020-09-01 00:00:00.000,
271,253,2,2020-11-25 00:00:00.000,
272,254,2,2020-12-01 00:00:00.000,
273,255,2,2020-12-01 00:00:00.000,
274,256,2,2020-09-24 00:00:00.000,
275,257,2,2020-12-07 00:00:00.000,
276,258,2,2020-12-07 00:00:00.000,
277,259,2,2020-12-09 00:00:00.000,
278,260,2,2020-12-09 00:00:00.000,
279,261,2,2020-12-09 00:00:00.000,
280,262,2,2020-12-09 00:00:00.000,
281,263,2,2020-12-09 00:00:00.000,
282,264,2,2020-12-09 00:00:00.000,
283,265,2,2020-12-09 00:00:00.000,
284,266,2,2020-12-09 00:00:00.000,
285,267,2,2020-12-09 00:00:00.000,
286,268,2,2020-12-09 00:00:00.000,
287,269,2,2020-12-15 00:00:00.000,
288,270,4,2020-12-17 00:00:00.000,
289,271,2,2020-08-10 00:00:00.000,
290,272,3,2020-12-18 00:00:00.000,
291,273,2,2020-12-22 00:00:00.000,
292,274,2,2020-12-23 00:00:00.000,
293,275,2,2020-12-23 00:00:00.000,
294,276,3,2020-09-23 00:00:00.000,
295,277,3,2020-12-29 00:00:00.000,
296,278,2,2020-12-29 00:00:00.000,
297,279,2,2020-12-29 00:00:00.000,
298,280,2,2020-12-29 00:00:00.000,
299,281,3,2020-12-31 00:00:00.000,2023-06-30 00:00:00.000
300,282,2,2020-12-29 00:00:00.000,
301,283,3,2020-12-30 00:00:00.000,
302,284,2,2020-12-29 00:00:00.000,2023-12-31 00:00:00.000
303,285,2,2020-12-29 00:00:00.000,
304,286,2,2020-12-29 00:00:00.000,
305,287,2,2020-12-28 00:00:00.000,2023-12-31 00:00:00.000
306,288,2,2020-12-29 00:00:00.000,2023-12-31 00:00:00.000
307,289,3,2020-12-28 00:00:00.000,
308,290,3,2021-01-01 00:00:00.000,
309,291,2,2021-03-18 00:00:00.000,
310,179,3,2021-04-01 00:00:00.000,2021-06-30 00:00:00.000
311,292,3,2021-04-12 00:00:00.000,
312,293,3,2021-04-15 00:00:00.000,
313,294,3,2021-04-20 00:00:00.000,
314,295,4,2021-04-30 00:00:00.000,
315,296,3,2021-05-07 00:00:00.000,
316,297,3,2021-05-11 00:00:00.000,
317,298,3,2021-05-17 00:00:00.000,
318,182,3,2021-05-01 00:00:00.000,
319,299,3,2021-05-27 00:00:00.000,
320,300,3,2021-06-16 00:00:00.000,2023-06-30 00:00:00.000
321,301,3,2021-07-21 00:00:00.000,2023-06-30 00:00:00.000
322,179,3,2021-07-01 00:00:00.000,
323,302,3,2021-08-26 00:00:00.000,2023-07-31 00:00:00.000
324,303,2,2021-10-19 00:00:00.000,
325,304,3,2021-10-19 00:00:00.000,
326,305,3,2021-11-03 00:00:00.000,
327,306,2,2021-11-19 00:00:00.000,
328,307,3,2021-12-06 00:00:00.000,
329,308,2,2021-12-03 00:00:00.000,
330,309,3,2021-12-08 00:00:00.000,
331,310,3,2021-12-10 00:00:00.000,2023-07-31 00:00:00.000
332,311,2,2021-12-10 00:00:00.000,
333,312,2,2021-12-13 00:00:00.000,
334,313,3,2021-12-17 00:00:00.000,
335,314,3,2021-12-17 00:00:00.000,
336,315,3,2021-12-17 00:00:00.000,
337,316,3,2021-12-17 00:00:00.000,
338,317,3,2021-12-21 00:00:00.000,
339,318,3,2022-01-01 00:00:00.000,
340,319,3,2021-12-22 00:00:00.000,
342,321,3,2021-12-27 00:00:00.000,2023-07-31 00:00:00.000
343,322,3,2022-01-01 00:00:00.000,
344,169,2,2022-01-01 00:00:00.000,
345,323,3,2022-03-04 00:00:00.000,
346,89,3,2022-03-01 00:00:00.000,
347,324,2,2022-03-17 00:00:00.000,
348,325,3,2022-03-24 00:00:00.000,2023-07-31 00:00:00.000
349,101,3,2022-04-01 00:00:00.000,
350,326,3,2022-03-01 00:00:00.000,
351,327,3,2022-05-11 00:00:00.000,2023-07-31 00:00:00.000
352,328,4,,
353,329,3,2022-06-10 00:00:00.000,2023-06-30 00:00:00.000
354,330,3,2022-03-29 00:00:00.000,
355,331,3,2022-07-12 00:00:00.000,
356,332,3,2022-07-12 00:00:00.000,
357,333,3,2022-07-28 00:00:00.000,
358,334,3,2022-07-12 00:00:00.000,
359,335,3,2022-07-12 00:00:00.000,
360,336,3,2022-07-12 00:00:00.000,
361,337,3,2022-07-12 00:00:00.000,2023-01-31 00:00:00.000
362,338,3,2022-07-12 00:00:00.000,
363,339,3,2022-07-12 00:00:00.000,
364,340,3,2022-07-12 00:00:00.000,
365,341,3,2022-06-10 00:00:00.000,
366,342,3,2022-07-19 00:00:00.000,
367,343,3,2022-07-22 00:00:00.000,
368,344,3,2022-09-13 00:00:00.000,
369,345,3,2022-09-28 00:00:00.000,2023-07-31 00:00:00.000
370,346,3,2022-12-02 00:00:00.000,
371,347,3,2022-12-08 00:00:00.000,2023-07-31 00:00:00.000
372,348,3,2023-01-17 00:00:00.000,
373,349,3,2023-01-17 00:00:00.000,
374,350,3,2023-01-17 00:00:00.000,
375,351,3,2023-01-17 00:00:00.000,
376,352,3,2023-01-17 00:00:00.000,2024-12-31 00:00:00.000
377,353,3,2023-01-17 00:00:00.000,
378,354,3,2023-04-14 00:00:00.000,2023-08-31 00:00:00.000
379,355,3,2023-05-03 00:00:00.000,
380,356,3,2023-05-09 00:00:00.000,2023-07-31 00:00:00.000
381,357,3,2023-03-13 00:00:00.000,
382,358,3,2023-06-07 00:00:00.000,
383,359,3,2023-05-17 00:00:00.000,
384,115,3,2023-07-01 00:00:00.000,
385,301,3,2023-07-01 00:00:00.000,
386,218,3,2023-07-01 00:00:00.000,
387,300,3,2023-07-01 00:00:00.000,
388,281,3,2023-07-01 00:00:00.000,
389,329,3,2023-07-01 00:00:00.000,
390,360,3,2023-08-15 00:00:00.000,
391,361,3,2023-08-18 00:00:00.000,2023-07-31 00:00:00.000
392,362,3,2023-08-22 00:00:00.000,
393,363,3,2020-09-04 00:00:00.000,2033-09-04 00:00:00.000
394,364,3,2018-05-16 00:00:00.000,
395,365,3,2022-04-05 00:00:00.000,
396,325,3,2023-08-01 00:00:00.000,
397,361,3,2023-08-01 00:00:00.000,
398,310,3,2023-08-01 00:00:00.000,
399,356,3,2023-08-01 00:00:00.000,
400,321,3,2023-08-01 00:00:00.000,
401,327,3,2023-08-01 00:00:00.000,
402,347,3,2023-08-01 00:00:00.000,
403,345,3,2023-08-01 00:00:00.000,
404,302,3,2023-08-01 00:00:00.000,
405,327,3,2023-08-01 00:00:00.000,
406,354,3,2023-09-01 00:00:00.000,2023-11-30 00:00:00.000
407,366,4,,
408,354,3,2023-12-01 00:00:00.000,
409,367,3,2023-12-27 00:00:00.000,
410,368,3,2024-02-22 00:00:00.000,
411,369,3,2024-03-01 00:00:00.000,
412,370,3,2024-03-18 00:00:00.000,
413,371,3,2024-03-18 00:00:00.000,
414,372,3,2024-09-05 00:00:00.000,
415,284,3,2024-01-01 00:00:00.000,
416,287,3,2024-01-01 00:00:00.000,
417,288,3,2024-01-01 00:00:00.000,
418,373,3,2024-11-06 00:00:00.000,
419,374,3,2024-11-06 00:00:00.000,
420,375,3,2024-11-08 00:00:00.000,
421,376,3,2024-12-19 00:00:00.000,
422,377,3,2025-05-12 00:00:00.000,
423,378,3,2025-05-28 00:00:00.000,
424,379,3,2025-05-28 00:00:00.000,
425,380,3,2025-06-06 00:00:00.000,
426,381,3,2025-06-06 00:00:00.000,
427,382,3,2025-06-20 00:00:00.000,
428,383,3,,
